"id" "sexo" "EstadoCivil" "DataNascimento" "DataIngresso" "carreira" "BaseCalculoMensal" "QntDependentes" "idade" "temposervico"
"513" 167 "masculino" "uniaoestavel" 1979-09-23 2001-02-09 "PROFESSOR" 3586.79 1 40 19
"514" 95 "feminino" "divorciad" 1979-09-30 1998-05-25 "AG. COM. SAÚDE" 1267.55 0 40 21
"515" 584 "feminino" "casad" 1979-10-01 2010-05-03 "RECEP/TELEFONISTA" 1001.73 2 40 9
"516" 621 "masculino" "solteir" 1979-10-09 2012-02-01 "AGENTE DE ENDEMIAS" 1064.73 0 40 8
"517" 466 "feminino" "solteir" 1979-10-29 2007-08-20 "SUPORT. PEDAGÓGICO" 3111.88 1 40 12
"518" 415 "feminino" "uniaoestavel" 1979-11-01 2005-02-21 "AUX. SERV. GER." 1049.36 2 40 14
"519" 126 "feminino" "solteir" 1979-11-13 2001-01-10 "AUX. SERV. GER." 1097.09 2 40 19
"520" 615 "feminino" "uniaoestavel" 1979-11-13 2011-03-01 "RECEP/TELEFONISTA" 1001.73 2 40 8
"521" 575 "masculino" "divorciad" 1979-11-23 2010-02-22 "AUX. BIBLIOTECA" 1001.73 1 40 9
"522" 224 "feminino" "divorciad" 1979-12-15 2001-04-24 "AUX. ENFERMAGEM" 1192.55 1 40 18
"523" 451 "masculino" "solteir" 1980-01-03 2007-08-01 "FISCAL DE TRIBUTOS" 1049.36 0 40 12
"524" 290 "feminino" "solteir" 1980-02-07 2001-08-10 "SEC. DE ESCOLAS" 0 1 40 18
"525" 207 "feminino" "casad" 1980-02-08 2001-02-09 "PROFESSOR" 3742.73 2 40 19
"526" 260 "feminino" "casad" 1980-03-07 2001-05-08 "AUX. SERV. GER." 1144.82 3 39 18
"527" 135 "masculino" "divorciad" 1980-03-09 2001-02-09 "PROFESSOR" 3415.99 0 39 19
"528" 72 "masculino" "casad" 1980-03-27 1998-01-01 "PROFESSOR" 1394.8 3 39 22
"529" 578 "feminino" "uniaoestavel" 1980-04-16 2010-03-01 "AUX. SERV. GER." 1001.73 2 39 9
"530" 311 "feminino" "casad" 1980-05-03 2002-02-18 "PROFESSORA" 3415.99 2 39 18
"531" 132 "feminino" "solteir" 1980-05-09 2001-02-09 "PROFESSORA" 3416 1 39 19
"532" 551 "feminino" "solteir" 1980-05-16 2009-02-10 "ATEND. CONSULT." 1551.7 1 39 11
"533" 189 "feminino" "solteir" 1980-06-15 2001-02-09 "PROFESSOR" 3415.99 0 39 19
"534" 571 "feminino" "solteir" 1980-07-13 2010-02-01 "AG. COM. SAÚD" 1064.73 0 39 10
"535" 583 "feminino" "uniaoestavel" 1980-07-21 2010-05-03 "AUX. DE BIBLIOTECA" 1001.7 2 39 9
"536" 541 "feminino" "casad" 1980-07-27 2009-01-07 "AGENTE ADM." 1001.73 2 39 11
"537" 187 "feminino" "divorciad" 1980-08-06 2001-02-09 "PROFESSOR" 3586.79 1 39 19
"538" 425 "feminino" "casad" 1980-09-02 2005-03-01 "AUX. ESTATÍSTICA" 1049.36 3 39 14
"539" 258 "feminino" "solteir" 1980-09-07 2001-05-08 "AUX. SERV. GER." 1097.09 3 39 18
"540" 523 "feminino" "divorciad" 1980-10-24 2008-01-04 "ASSIST. SOCIAL" 1100 0 39 12
"541" 650 "feminino" "solteir" 1980-10-25 2015-04-06 "PROFESSOR" 2694.27 4 39 4
"542" 409 "feminino" "uniaoestavel" 1980-12-22 2005-02-01 "PROFESSOR" 3111.88 3 39 15
"543" 440 "feminino" "casad" 1981-01-13 2006-12-01 "TEC. EM CONTABILIDADE" 1433.55 2 39 13
"544" 635 "feminino" "solteir" 1981-01-29 2015-04-06 "PROFESSORA" 2694.27 0 39 4
"545" 225 "feminino" "solteir" 1981-02-02 2001-05-02 "AUX. SERV. GER." 1097.09 0 39 18
"546" 379 "feminino" "solteir" 1981-02-12 2003-10-31 "AG. COM. SAÚDE" 1166.09 0 39 16
"547" 382 "feminino" "casad" 1981-02-26 2003-10-31 "AG. COM. SAÚDE" 1166.09 4 39 16
"548" 336 "masculino" "casad" 1981-03-08 2003-02-03 "GARI" 1097.09 2 38 17
"549" 277 "masculino" "uniaoestavel" 1981-03-12 2001-06-23 "ENFERMEIRO" 1350 3 38 18
"550" 348 "masculino" "solteir" 1981-03-16 2003-02-03 "GARI" 1097.09 1 38 17
"551" 598 "feminino" "divorciad" 1981-03-25 2010-10-01 "GARI" 1001.73 3 38 9
"552" 337 "masculino" "solteir" 1981-04-18 2003-02-03 "GARI" 1097.09 0 38 17
"553" 423 "feminino" "uniaoestavel" 1981-04-18 2005-03-01 "SUPORTE PEDAGÓGICO" 3111.88 2 38 14
"554" 452 "feminino" "solteir" 1981-05-07 2007-08-01 "SUPORT. PEDAGÓGICO" 3111.88 0 38 12
"555" 574 "feminino" "casad" 1981-05-23 2010-02-08 "PROFESSORA" 2828.98 2 38 10
"556" 596 "feminino" "casad" 1981-05-24 2010-09-01 "AUX. SANEAMENTO" 1478.7 2 38 9
"557" 509 "feminino" "casad" 1981-06-24 2007-10-01 "COVEIRO" 1049.36 2 38 12
"558" 498 "feminino" "casad" 1981-06-29 2007-09-07 "TEC. EM ENFERMAGEM" 1049.36 2 38 12
"559" 470 "feminino" "uniaoestavel" 1981-07-08 2007-09-03 "ENFERMEIRA " 1300 3 38 12
"560" 497 "feminino" "uniaoestavel" 1981-08-14 2007-09-03 "TEC. EM ENFERMAGEM" 1049.36 1 38 12
"561" 279 "masculino" "casad" 1981-09-21 2001-08-09 "OPERADOR DE MICRO" 1097.09 2 38 18
"562" 496 "feminino" "casad" 1981-11-25 2007-09-03 "ENFERMEIRA" 1300 3 38 12
"563" 737 "feminino" "sepjudicialmente" 1981-12-05 2016-05-16 "TEC. ENFERMAGEM" 954 2 38 3
"564" 529 "feminino" "casad" 1981-12-24 2008-02-07 "SUPERVISORA ESCOLAR" NA 1 38 12
"565" 719 "masculino" "casad" 1982-01-09 2016-03-01 "MOTORISTA" 954 2 38 3
"566" 685 "masculino" "solteir" 1982-03-19 2015-05-18 "ODONTÓLOGO" 1000 0 37 4
"567" 272 "feminino" "casad" 1982-05-15 2001-05-15 "PROFESSORA" 4099.18 2 37 18
"568" 431 "masculino" "uniaoestavel" 1982-05-18 2005-04-06 "AUX. ESTATÍSTICA" 1049.36 2 37 14
"569" 623 "masculino" "uniaoestavel" 1982-05-22 2012-02-01 "AGENTE DE ENDEMIAS" 1064.73 2 37 8
"570" 718 "masculino" "solteir" 1982-05-27 2016-02-29 "PROFESSOR" 2245.18 0 37 3
"571" 616 "feminino" "solteir" 1982-05-31 2011-03-14 "FARMAC/BIOQUÍMICO" 1050 1 37 8
"572" 618 "masculino" "solteir" 1982-06-13 2012-02-01 "AG. COM. SAÚDE" 1166.09 0 37 8
"573" 385 "masculino" "casad" 1982-07-19 2003-11-03 "AG. COM. SAÚDE" 1166.09 1 37 16
"574" 393 "feminino" "solteir" 1982-09-11 2004-02-02 "PROFESSORA" 3267.45 2 37 16
"575" 168 "masculino" "casad" 1982-09-29 2001-02-09 "PROFESSOR" 3415.99 3 37 19
"576" 401 "masculino" "casad" 1982-09-29 2004-03-09 "OPERADOR DE MICRO" 1049.36 3 37 15
"577" 524 "feminino" "casad" 1982-09-29 2008-01-20 "AG. COM. SAÚDE" 1216.82 3 37 12
"578" 275 "feminino" "casad" 1982-11-19 2001-06-01 "AG. COM. SAÚDE" 1216.82 3 37 18
"579" 634 "masculino" "casad" 1982-11-21 2015-04-01 "AGENTE DE ENDEMIAS" 1014 3 37 4
"580" 532 "masculino" "uniaoestavel" 1982-12-16 2008-03-07 "MOTORISTA" 1088.64 3 37 11
"581" 744 "masculino" "uniaoestavel" 1982-12-17 2017-03-02 "SEC. DE ESCOLAS" 954 3 37 2
"582" 359 "feminino" "solteir" 1982-12-31 2003-02-03 "GARI" 1047.27 3 37 17
"583" 482 "feminino" "solteir" 1983-01-05 2007-09-03 "TEC. ENFERMAGEM" 1049.36 0 37 12
"584" 250 "feminino" "uniaoestavel" 1983-01-07 2001-05-08 "AUX. SERV. GER." 1097.09 2 37 18
"585" 511 "feminino" "solteir" 1983-01-21 2007-11-01 "OPERADOR DE MICRO" 1049.36 0 37 12
"586" 184 "feminino" "uniaoestavel" 1983-02-10 2001-02-09 "PROFESSOR" 3416 3 37 19
"587" 641 "feminino" "solteir" 1983-02-19 2015-04-06 "PROFESSORA" 2694.27 1 37 4
"588" 443 "masculino" "solteir" 1983-02-23 2006-12-01 "VIGILANTE" 1088.64 1 37 13
"589" 444 "masculino" "solteir" 1983-03-15 2006-12-05 "MENSAGEIRO " 1093.91 0 36 13
"590" 501 "feminino" "solteir" 1983-03-26 2007-10-01 "GARI" 1081.11 3 36 12
"591" 695 "feminino" "casad" 1983-03-30 2015-09-01 "AUX. SERV. GER." 104.94 1 36 4
"592" 729 "masculino" "solteir" 1983-04-15 2016-04-01 "TÉCNICO EM EDIFICAÇÕES" 1000 1 36 3
"593" 586 "feminino" "divorciad" 1983-04-30 2010-05-11 "AUX.SERV.GER." 1001.73 2 36 9
"594" 694 "feminino" "uniaoestavel" 1983-05-02 2015-09-01 "TEC. SAÚDE BUCAL" 954 3 36 4
"595" 518 "feminino" "uniaoestavel" 1983-05-18 2008-01-02 "AG. COM. SAÚDE" 1166.09 2 36 12
"596" 439 "feminino" "casad" 1983-06-25 2006-12-01 "RECEPCIONISTA" 1116.55 3 36 13
"597" 613 "feminino" "solteir" 1983-06-28 2011-01-04 "AUX. SERV. GER." 1001.7 0 36 9
"598" 278 "feminino" "uniaoestavel" 1983-07-07 2001-07-09 "SEC. DE ESCOLAS" 1097.09 2 36 18
"599" 599 "feminino" "solteir" 1983-08-09 2010-10-01 "ALMOXARIFADO" 1001.7 0 36 9
"600" 561 "masculino" "casad" 1983-08-20 2010-01-07 "AGENTE DE ENDEMIAS" 1064.73 1 36 10
"601" 405 "masculino" "casad" 1983-12-02 2004-06-23 "AG. COM. SAÚDE" 1115.36 3 36 15
"602" 506 "feminino" "solteir" 1984-01-04 2007-10-01 "GARI" 1182.73 3 36 12
"603" 376 "masculino" "uniaoestavel" 1984-01-12 2003-10-31 "AG. COM. SAÚD" 1166.09 2 36 16
"604" 499 "feminino" "solteir" 1984-02-11 2007-09-10 "AUX.SERV.GER." 1049.4 2 36 12
"605" 689 "feminino" "solteir" 1984-03-05 2015-06-01 "AUX. SERV. GER." 954 1 35 4
"606" 318 "feminino" "casad" 1984-03-10 2002-06-22 "AG. COM. SAÚDE" 1166.09 3 35 17
"607" 655 "feminino" "casad" 1984-03-18 2015-04-13 "PROFESSORA" 2694.27 1 35 4
"608" 743 "masculino" "casad" 1984-04-05 2017-03-01 "CONDUTOR SOCORRISTA" 954 1 35 2
"609" 612 "masculino" "casad" 1984-04-17 2011-01-03 "GARI" 947.55 2 35 9
"610" 384 "masculino" "solteir" 1984-05-04 2003-10-31 "AG. COM. SAÚDE" 115.4 0 35 16
"611" 491 "masculino" "solteir" 1984-07-14 2007-09-03 "GARI" 1049.36 0 35 12
"612" 681 "feminino" "solteir" 1984-07-25 2015-05-13 "ASSISTENTE DE SALA" 954 1 35 4
"613" 325 "feminino" "casad" 1984-09-01 2002-11-01 "AUX. SERV. GER." 0 0 35 17
"614" 715 "masculino" "solteir" 1984-09-21 2016-02-29 "INSPETOR ESCOLAR" 954 0 35 3
"615" 608 "feminino" "solteir" 1984-10-04 2010-11-11 "GARI" 1001.73 3 35 9
"616" 717 "feminino" "solteir" 1984-10-16 2016-02-29 "COZINHEIRA" 954 2 35 3
"617" 438 "feminino" "casad" 1984-11-21 2006-12-01 "AUXILIAR DE SERVIÇOS GERAIS" 1068 2 35 13
"618" 488 "feminino" "uniaoestavel" 1984-11-25 2007-09-03 "ENFERMEIRO" 1100 3 35 12
"619" 648 "masculino" "casad" 1984-12-04 2015-04-06 "MÉDICO" NA 3 35 4
"620" 344 "masculino" "solteir" 1985-01-07 2003-02-03 "GARI" 1097.09 3 35 17
"621" 476 "feminino" "solteir" 1985-01-14 2007-09-03 "TEC. EM ENFERMAGEM" 1049.36 0 35 12
"622" 525 "masculino" "casad" 1985-01-17 2008-01-21 "ODONTÓLOGO" 1300 2 35 12
"623" 335 "masculino" "solteir" 1985-01-30 2003-02-03 "GARI" 1097.09 1 35 17
"624" 478 "masculino" "casad" 1985-02-19 2007-09-03 "GARI" 1049.36 3 35 12
"625" 661 "masculino" "uniaoestavel" 1985-03-08 2015-04-23 "ASSISTENTE DE SALA" 954 1 34 4
"626" 620 "masculino" "solteir" 1985-03-14 2012-02-01 "AG. ENDEMIAS" 1115.36 0 34 8
"627" 622 "masculino" "uniaoestavel" 1985-03-16 2012-02-01 "AG. COM. SAÚDE" 1064.73 2 34 8
"628" 489 "feminino" "casad" 1985-03-19 2007-09-03 "ENFERMEIRO" 1100 1 34 12
"629" 632 "masculino" "solteir" 1985-03-24 2012-02-01 "AGENTE DE ENDEMIAS" 1064.73 0 34 8
"630" 387 "masculino" "uniaoestavel" 1985-04-09 2004-01-02 "GARI" 823.91 3 34 16
"631" 388 "masculino" "uniaoestavel" 1985-05-19 2004-01-02 "GARI" 1049.36 4 34 16
"632" 592 "feminino" "solteir" 1985-07-14 2010-07-01 "AUX. ADMINISTRATIVO" 1551.73 0 34 9
"633" 593 "feminino" "solteir" 1985-07-14 2010-07-01 "FISIOTERAPEUTA" 1000 0 34 9
"634" 647 "masculino" "casad" 1985-07-14 2015-04-06 "AUX. SERV. GER." 954 1 34 4
"635" 378 "masculino" "casad" 1985-07-15 2003-10-31 "AG. COM. SAÚDE" 1166.09 2 34 16
"636" 585 "masculino" "casad" 1985-07-20 2010-05-03 "GARI" 1001.73 4 34 9
"637" 728 "masculino" "solteir" 1985-08-09 2016-04-01 "AG. PORTARIA" 954 2 34 3
"638" 677 "masculino" "casad" 1985-09-22 2015-05-04 "MÉDICO" 1437 4 34 4
"639" 713 "masculino" "casad" 1985-10-08 2016-02-29 "MOTORISTA" 954 2 34 3
"640" 468 "feminino" "uniaoestavel" 1985-10-13 2007-08-21 "AUX. SERV. GER." 1049.36 3 34 12
"641" 546 "feminino" "casad" 1985-11-01 2009-01-07 "FISIOTERAPEUTA" 1250 2 34 11
"642" 701 "feminino" "uniaoestavel" 1985-11-10 2015-10-14 "AUX. SERV. GER." 954 1 34 4
"643" 406 "masculino" "uniaoestavel" 1985-12-22 2004-06-28 "AG. COM. SAÚD" 1115.36 2 34 15
"644" 727 "feminino" "casad" 1986-01-25 2016-04-01 "ENFERMEIRA " 1000 2 34 3
"645" 668 "masculino" "solteir" 1986-01-26 2015-05-04 "ODONTÓLOGO" 1200 0 34 4
"646" 537 "feminino" "casad" 1986-01-28 2008-06-09 "AGENTE ADM." 1049.36 2 34 11
"647" 591 "feminino" "casad" 1986-02-16 2010-07-01 "AUX. ADMINISTRATIVO" 1001.73 3 34 9
"648" 746 "masculino" "casad" 1986-02-23 2017-03-02 "MOTORISTA" 954 4 34 2
"649" 637 "masculino" "solteir" 1986-03-03 2015-04-06 "PROFESSOR" 2694.27 0 33 4
"650" 739 "feminino" "solteir" 1986-03-15 2016-08-01 "AGENTE ADM." 954 0 33 3
"651" 435 "feminino" "uniaoestavel" 1986-03-28 2005-12-20 "AG. COM. SAÚDE" 1115.36 2 33 14
"652" 712 "feminino" "casad" 1986-04-04 2016-02-29 "COZINHEIRA" 954 3 33 3
"653" 436 "feminino" "solteir" 1986-04-11 2006-12-01 "AUXILIAR ADMINISTRATIVO" 1226.72 0 33 13
"654" 730 "masculino" "solteir" 1986-05-07 2016-04-05 "AG. PORTARIA" 954 2 33 3
"655" 533 "feminino" "casad" 1986-05-09 2008-03-07 "AGENTE ADMINISTRATIVO" 1667.64 2 33 11
"656" 554 "masculino" "solteir" 1986-05-16 2009-06-04 "OPERADOR DE MICRO" 1001.73 0 33 10
"657" 626 "feminino" "uniaoestavel" 1986-06-11 2012-02-01 "AGENTE DE ENDEMIAS" 1064.73 3 33 8
"658" 441 "masculino" "uniaoestavel" 1986-06-23 2006-12-01 "DIGITADOR" 1365.27 1 33 13
"659" 528 "feminino" "casad" 1986-06-23 2008-02-07 "FONOAUDIÒLOGA" 1300 2 33 12
"660" 543 "feminino" "casad" 1986-07-15 2009-01-07 "ATEND. CONSULT. ODONT" 1001.73 3 33 11
"661" 702 "feminino" "casad" 1986-08-13 2015-11-03 "AUX. SERV. GER." 954 3 33 4
"662" 738 "feminino" "solteir" 1986-08-19 2016-06-07 "AUX.SERV.GER." 954 0 33 3
"663" 629 "masculino" "solteir" 1986-08-29 2012-02-01 "AG. DE ENDEMIAS" 1064.73 0 33 8
"664" 654 "feminino" "solteir" 1986-12-09 2015-04-09 "PROFESSORA" 2694.27 0 33 4
"665" 516 "feminino" "uniaoestavel" 1986-12-22 2007-11-06 "AUX. SERV. GER." 1049.36 4 33 12
"666" 706 "feminino" "casad" 1987-01-22 2016-02-01 "ENFERMEIRO" 1000 1 33 4
"667" 748 "feminino" "casad" 1987-02-07 2017-04-03 "ASSIST. SALA" 954 2 33 2
"668" 434 "masculino" "casad" 1987-04-14 2005-12-20 "AG. COM. SAÚDE" 1115.36 0 32 14
"669" 448 "feminino" "solteir" 1987-04-28 2006-12-05 "RECEPCIONISTA" 1121.36 0 32 13
"670" 540 "feminino" "casad" 1987-05-14 2009-01-07 "AGENTE ADM." 1001.73 2 32 11
"671" 640 "masculino" "casad" 1987-05-15 2015-04-06 "PROFESSOR" 2694.27 1 32 4
"672" 562 "masculino" "casad" 1987-07-06 2010-01-07 "AGENTE DE ENDEMIAS" 1064.73 1 32 10
"673" 733 "feminino" "solteir" 1987-07-30 2016-04-28 "PROFESSOR" 2245.18 0 32 3
"674" 731 "masculino" "casad" 1987-08-20 2016-04-12 "INSPETOR ESCOLAR" 954 1 32 3
"675" 710 "masculino" "solteir" 1987-08-27 2016-02-15 "OPERADOR DE MICRO" 954 0 32 4
"676" 709 "masculino" "uniaoestavel" 1987-09-15 2016-02-15 "MOTORISTA" 954 1 32 4
"677" 465 "feminino" "solteir" 1987-10-15 2007-08-17 "NUTRICIONISTA" 0 0 32 12
"678" 624 "masculino" "solteir" 1987-10-21 2012-02-01 "AGENTE DE ENDEMIAS" 1064.73 0 32 8
"679" 628 "masculino" "solteir" 1987-10-22 2012-02-01 "AG. COM. SAÚDE" 1064.73 0 32 8
"680" 723 "masculino" "solteir" 1987-12-28 2016-03-02 "INSPETOR ESCOLAR" 954 0 32 3
"681" 492 "masculino" "solteir" 1988-01-29 2007-09-03 "GARI" 763.18 3 32 12
"682" 549 "feminino" "solteir" 1988-02-13 2009-02-05 "ATEND. DE CONSULT. ODONT." 1001.73 0 32 11
"683" 570 "masculino" "solteir" 1988-02-15 2010-01-19 "AG. PORTARIA" 1001.73 0 32 10
"684" 564 "masculino" "casad" 1988-03-11 2010-01-07 "AGENTE DE ENDEMIAS" 1064.73 1 31 10
"685" 605 "masculino" "divorciad" 1988-03-13 2010-11-08 "GARI" 956.18 2 31 9
"686" 652 "feminino" "casad" 1988-04-10 2015-04-07 "INSPETOR ESCOLAR" NA 1 31 4
"687" 707 "masculino" "casad" 1988-04-18 2016-02-01 "CONDUTOR SOCORRISTA" 954 3 31 4
"688" 556 "masculino" "solteir" 1988-04-28 2009-09-08 "RECEP/TELEFONISTA" 1001.73 0 31 10
"689" 432 "feminino" "solteir" 1988-05-14 2005-04-06 "COZINHEIRA" 954 1 31 14
"690" 630 "feminino" "casad" 1988-05-18 2012-02-01 "AG. COM. SAÚDE" 1064.73 1 31 8
"691" 666 "feminino" "casad" 1988-06-28 2015-05-04 "ASSIST. SALA" 954 2 31 4
"692" 692 "feminino" "solteir" 1988-07-04 2015-08-03 "TEC. EM SAÚDE BUCAL" 954 0 31 4
"693" 708 "masculino" "solteir" 1988-08-07 2016-02-01 "AG. PORTARIA" 954 0 31 4
"694" 663 "feminino" "solteir" 1988-08-13 2015-05-04 "TEC. ENFERMAGEM" 954 0 31 4
"695" 607 "masculino" "solteir" 1988-09-23 2010-11-09 "GARI" 1001.7 0 31 9
"696" 617 "feminino" "casad" 1988-09-25 2011-06-20 "ATEND. CONSULT. ODONT." 1001.73 2 31 8
"697" 502 "masculino" "solteir" 1988-12-06 2007-10-01 "GARI" 1049.36 1 31 12
"698" 581 "feminino" "uniaoestavel" 1988-12-15 2010-03-02 "RECEP/TELEFONISTA" 1001.7 1 31 9
"699" 721 "masculino" "solteir" 1989-01-14 2016-03-01 "AG. PORTARIA" 954 0 31 3
"700" 683 "feminino" "solteir" 1989-02-01 2015-05-18 "AG. COM. SAÚD" 1014 0 31 4
"701" 735 "masculino" "solteir" 1989-06-10 2016-05-04 "AG. PORTARIA" 1445 1 30 3
"702" 734 "masculino" "casad" 1989-06-19 2016-05-02 "MOTORISTA" 954 0 30 3
"703" 560 "feminino" "uniaoestavel" 1989-08-18 2010-01-07 "RECEP/TELEF." 1001.73 2 30 10
"704" 703 "feminino" "solteir" 1989-08-23 2015-12-01 "NUTRICIONISTA" 1000 0 30 4
"705" 649 "feminino" "solteir" 1989-09-28 2015-04-06 "PROFESSOR" 2694.27 1 30 4
"706" 646 "masculino" "solteir" 1989-10-31 2015-04-06 "ODONTÓLOGO" 1200 0 30 4
"707" 582 "masculino" "solteir" 1989-11-08 2010-05-03 "TEC. GESSO HOSPIT." 1001.73 0 30 9
"708" 559 "feminino" "uniaoestavel" 1989-11-25 2009-11-15 "AGENTE DE ENDEMIAS" 1064.73 2 30 10
"709" 691 "feminino" "solteir" 1989-11-30 2015-08-03 "ASSIST. SALA" 954 0 30 4
"710" 699 "feminino" "solteir" 1989-12-27 2015-10-01 "NUTRICIONISTA" 1000 0 30 4
"711" 704 "feminino" "solteir" 1990-02-09 2016-01-04 "ENFERMEIRO" 1550 0 30 4
"712" 558 "masculino" "solteir" 1990-06-25 2009-11-15 "AG. COM. SAÚDE" 1064.73 0 29 10
"713" 645 "feminino" "uniaoestavel" 1990-07-15 2015-04-06 "AG. COM. SAÚDE" 1014 3 29 4
"714" 698 "masculino" "solteir" 1990-07-17 2015-09-28 "ASSIST. SALA" 954 0 29 4
"715" 722 "feminino" "solteir" 1990-11-10 2016-03-01 "ENFERMEIRO" 1000 0 29 3
"716" 643 "feminino" "solteir" 1990-12-06 2015-04-06 "ASSIST. SALA" 954 0 29 4
"717" 671 "feminino" "solteir" 1990-12-27 2015-05-04 "PSICÓLOGO" 1000 0 29 4
"718" 732 "masculino" "solteir" 1991-01-15 2016-04-19 "PROFESSOR" 2245.18 0 29 3
"719" 726 "feminino" "solteir" 1991-02-14 2016-03-10 "FONOAUDIÓLOGO" 1000 0 29 3
"720" 644 "feminino" "casad" 1991-04-22 2015-04-06 "PSICÓLOGA" 1200 1 28 4
"721" 686 "feminino" "solteir" 1991-04-25 2015-05-19 "AUX. SERV. GER." 954 1 28 4
"722" 633 "masculino" "casad" 1991-07-19 2013-12-02 "AG. COM. SAÚDE" 1064.73 2 28 6
"723" 674 "feminino" "casad" 1991-08-04 2015-05-04 "AUX. SERV. GER." 954 3 28 4
"724" 673 "feminino" "solteir" 1991-10-13 2015-05-04 "ASSIST. SOCIAL" 1000 0 28 4
"725" 625 "masculino" "casad" 1991-10-19 2012-02-01 "AG. COM. SAÚDE" 1064.73 1 28 8
"726" 724 "masculino" "casad" 1991-10-31 2016-03-03 "MOTORISTA" 954 2 28 3
"727" 714 "masculino" "solteir" 1991-11-08 2016-02-29 "AG. PORTARIA" 954 0 28 3
"728" 711 "masculino" "uniaoestavel" 1991-12-04 2016-02-25 "SEC. ESCOLAS" 954 1 28 3
"729" 636 "masculino" "solteir" 1992-01-12 2015-04-06 "AG. COM. SAÚDE" 1014 0 28 4
"730" 684 "masculino" "solteir" 1992-02-21 2015-05-18 "AG. COM. SAÚDE" 1014 0 28 4
"731" 662 "feminino" "solteir" 1992-07-22 2015-04-25 "PSICÓLOGO" 1000 0 27 4
"732" 665 "feminino" "solteir" 1992-09-10 2015-05-04 "ASSIST. SOCIAL" 1000 1 27 4
"733" 688 "masculino" "solteir" 1992-09-25 2015-06-01 "AG. PORTARIA" 954 0 27 4
"734" 675 "masculino" "solteir" 1992-09-28 2015-05-04 "INSPETOR ESCOLAR" 954 0 27 4
"735" 740 "masculino" "solteir" 1992-12-12 2016-08-03 "OPERADOR DE MICRO" 954 0 27 3
"736" 672 "masculino" "solteir" 1993-01-30 2015-05-04 "AG. COM. SAÚDE" 1014 0 27 4
"737" 736 "masculino" "solteir" 1993-02-13 2016-05-08 "ENFERMEIRO" 1000 0 27 3
"738" 720 "masculino" "solteir" 1993-07-12 2016-03-01 "AUX. SERV. GER." 954 0 26 3
"739" 741 "masculino" "solteir" 1993-08-01 2016-08-08 "OPERADOR DE MICRO" 954 0 26 3
"740" 745 "feminino" "casad" 1993-08-17 2017-03-02 "SEC. DE ESCOLAS" 954 1 26 2
"741" 651 "feminino" "solteir" 1994-06-23 2015-04-06 "RECEPC/TELEFONISTA" NA 0 25 4
"742" 670 "feminino" "solteir" 1995-04-14 2015-05-04 "SEC. ESCOLAS" 954 0 24 4
"743" 656 "masculino" "solteir" 1995-06-21 2015-04-13 "AGENTE DE ENDEMIAS" 1014 0 24 4
"744" 690 "feminino" "uniaoestavel" 1995-12-07 2015-07-28 "ASSISTENTE DE SALA" 954 1 24 4
"745" 725 "feminino" "solteir" 1996-02-04 2016-03-07 "ASSIST. SALA" 954 0 24 3
"746" 747 "masculino" "solteir" 1996-04-23 2017-03-02 "SEC. DE ESCOLAS" 953.73 0 23 2
"747" 653 "masculino" "solteir" 1997-02-08 2015-04-08 "AGENTE DE ENDEMIAS" 1014 0 23 4
"748" 682 "feminino" "solteir" 1997-02-19 2015-05-14 "AUX. SERV. GER." 954 0 23 4
"749" 609 "feminino" "uniaoestavel" 1998-08-03 2010-11-12 "GARI" 1001.73 3 21 9
